Index,0 [0x0][0x0],1 [0x2][0x8],2 [0x0][0x4],3 [0x2][0x9],4 [0x2][0xa],5 [0x2][0xb],6 [0x2][0xc],7 [0x2][0xd]
2916,"nykk",0,"nykks",0,0,1,0,0
2917,"dame Amandine",0,"dame Amandine",0,0,1,1,1
2918,"feu fugace",0,"feux fugaces",0,0,1,0,0
2919,"joker blanc",0,"jokers blancs",0,0,1,0,0
2920,"Sophie la dardante",0,"Sophie la dardante",0,0,1,1,1
2921,"agrion ogre monarque",0,"agrions ogres monarques",0,1,1,0,0
2922,"Phecda",0,"Phecda",0,0,1,0,1
2923,"Syrop d'égout",0,"Syrop d'égout",0,0,1,0,1
2924,"Ovjang",0,"Ovjang",0,1,1,0,1
2925,"Acanthor",0,"Acanthor",0,1,1,0,1
2926,"Albin le blafard",0,"Albin le blafard",0,1,1,0,1
2927,"sergent-major Dalvag",0,"sergent-major Dalvag",0,0,1,0,0
2928,"Skogs Fru",0,"Skogs Fru",0,0,1,1,1
2929,"Barbastelle",0,"Barbastelle",0,0,1,1,1
2930,"Mary la sanglante",0,"Mary la sanglante",0,0,1,1,1
2931,"Casque noir",0,"Casque noir",0,0,1,0,1
2932,"Myradrosh",0,"Myradrosh",0,0,1,0,1
2933,"Vuokho",0,"Vuokho",0,0,1,0,1
2934,"Naul",0,"Naul",0,0,1,0,1
2935,"roi des sangsues",0,"rois des sangsues",0,0,1,0,0
2936,"Forneus",0,"Forneus",0,0,1,0,1
2937,"Fondu",0,"Fondu",0,0,1,0,1
2938,"Guédé Ti-Malice",0,"Guédé Ti-Malice",0,0,1,0,1
2939,"Girtab",0,"Girtab",0,0,1,0,1
2940,"Alectryon",0,"Alectryon",0,1,1,0,1
2941,"pampa ballerine",0,"pampas ballerines",0,0,1,1,0
2942,"Maahes",0,"Maahes",0,0,1,0,1
2943,"Zanig'oh",0,"Zanig'oh",0,0,1,0,1
2944,"dernière flamme de Dalvag",0,"dernières flammes de Dalvag",0,0,1,1,0
2945,"Vogaal Ja",0,"Vogaal Ja",0,0,1,0,1
2946,"Unktehi",0,"Unktehi",0,1,1,0,1
2947,"griffe des enfers magitek",0,"griffes des enfers magitek",0,0,1,1,0
2948,"Nahn",0,"Nahn",0,0,1,0,1
2949,"marberry",0,"marberrys",0,0,1,0,0
2950,"Cornu",0,"Cornu",0,0,1,0,1
2951,"Marraco",0,"Marraco",0,0,1,0,0
2952,"Kurrea",0,"Kurrea",0,0,1,0,1
2953,"Laideronnette",0,"Laideronnette",0,0,1,1,1
2954,"Wulgaru",0,"Wulgaru",0,0,1,0,1
2955,"flagelleur mental",0,"flagelleurs mentaux",0,0,1,0,0
2956,"Theda la tripoteuse",0,"Theda la tripoteuse",0,0,1,1,1
2957,"Zona Seeker",0,"Zona Seeker",0,0,1,0,1
2958,"Brontes",0,"Brontes",0,0,1,0,1
2959,"Balaur",0,"Balaur",0,0,1,0,1
2960,"Nunyunuwi",0,"Nunyunuwi",0,0,1,0,1
2961,"Minhocao",0,"Minhocao",0,0,1,0,1
2962,"Croque-mitaine",0,"Croque-mitaine",0,0,1,0,0
2963,"Croabéros",0,"Croabéros",0,0,1,0,1
2964,"Garlok",0,"Garlok",0,0,1,0,1
2965,"Bonnacon",0,"Bonnacon",0,0,1,0,0
2966,"Nandi",0,"Nandi",0,0,1,0,1
2967,"Czernobog",0,"Czernobog",0,0,1,0,1
2968,"Safat",0,"Safat",0,0,1,0,1
2969,"Agrippa",0,"Agrippa",0,1,1,0,1
2970,"demoiselle d'honneur",0,"demoiselles d'honneur",0,0,1,1,0
2971,"dodo ébouriffé",0,"dodos ébouriffés",0,0,1,0,0
2972,"zu alpha",0,"zus alpha",0,0,1,0,0
2973,"coquelet zu territorial",0,"coquelets zu territoriaux",0,0,1,0,0
2974,"poulette zu territoriale",0,"poulettes zu territoriales",0,0,1,1,0
2975,"manticore alpha",0,"manticores alpha",0,0,1,1,0
2976,"mimic sombre",0,"mimics sombres",0,0,1,0,0
2977,"spriggolem alpha",0,"spriggolems alpha",0,0,1,0,0
2978,"spriggan territorial",0,"spriggans territoriaux",0,0,1,0,0
2979,"spriggan territorial",0,"spriggans territoriaux",0,0,1,0,0
2980,"wamoura alpha",0,"wamouras alpha",0,0,1,0,0
2981,"wamouracampa territorial",0,"wamouracampas territoriaux",0,0,1,0,0
2982,"mandracible",0,"mandracibles",0,0,1,1,0
2983,"evocatus de la 5e cohorte",0,"evocati de la 5e cohorte",0,1,1,0,0
2984,"opo-opo affamé",0,"opo-opo affamés",0,1,1,0,0
2985,"Ixal bec-leste",0,"Ixali bec-leste",0,1,1,0,0
2986,"Ixal serres-ciel",0,"Ixali serres-ciel",0,1,1,0,0
2987,"Qiqirn cuit-œufs",0,"Qiqirns cuit-œufs",0,0,1,0,0
2988,"golem de schiste",0,"golems de schiste",0,0,1,0,0
2989,"Qiqirn lâche-œufs",0,"Qiqirns lâche-œufs",0,0,1,0,0
2990,"harceleur fouilleur",0,"harceleurs fouilleurs",0,0,1,0,0
2991,"×削除予定",0,"",0,0,1,0,0
2992,"feu de Daniffen",0,"feux de Daniffen",0,0,1,0,0
2993,"tourbillon marin",0,"tourbillons marins",0,0,1,0,0
2994,"Shiva",0,"Shiva",0,0,1,1,1
2995,"soldat de glace",0,"soldats de glace",0,0,1,0,0
2996,"golem d'ardoise",0,"golems d'ardoise",0,0,1,0,0
2997,"bernacle l'anachorète",0,"bernacles l'anachorète",0,0,1,0,0
2998,"limace cavernicole",0,"limaces cavernicoles",0,0,1,1,0
2999,"pugil de Sastasha",0,"pugils de Sastasha",0,0,1,0,0
3000,"matelot noyé",0,"matelots noyés",0,0,1,0,0
3001,"gabier noyé",0,"gabiers noyés",0,0,1,0,0
3002,"manœuvrier noyé",0,"manœuvriers noyés",0,0,1,0,0
3003,"pilote noyé",0,"pilotes noyés",0,0,1,0,0
3004,"artificier noyé",0,"artificiers noyés",0,1,1,0,0
3005,"maître d'équipage noyé",0,"maîtres d'équipage noyés",0,0,1,0,0
3006,"perroquet errant",0,"perroquets errants",0,0,1,0,0
3007,"crabe béryl",0,"crabes béryl",0,0,1,0,0
3008,"crabe cavernicole",0,"crabes cavernicoles",0,0,1,0,0
3009,"piranu des grottes",0,"piranus des grottes",0,0,1,0,0
3010,"saumure",0,"saumure",0,0,1,1,0
3011,"ménesse noyée",0,"ménesses noyées",0,0,1,1,0
3012,"courtisane noyée",0,"courtisanes noyées",0,0,1,1,0
3013,"Haerstymm le second",0,"Haerstymm le second",0,0,1,0,1
3014,"Karlabos",0,"Karlabos",0,0,1,0,1
3015,"ancien capitaine Madison",0,"anciens capitaine Madison",0,1,1,0,0
3016,"garde du capitaine",0,"gardes du capitaine",0,0,1,0,0
3017,"garçon du capitaine",0,"garçons du capitaine",0,0,1,0,0
3018,"écornifleur du capitaine",0,"écornifleurs du capitaine",0,1,1,0,0
3019,"esclave du capitaine",0,"esclaves du capitaine",0,1,1,0,0
3020,"traquenardeur kobold",0,"traquenardeurs kobolds",0,0,1,0,0
3021,"agresseur mystérieux",0,"agresseurs mystérieux",0,1,1,0,0
3022,"hors-la-loi crépusculaire",0,"hors-la-loi crépusculaire",0,0,1,0,0
3023,"occultiste de la guilde",0,"occultistes de la guilde",0,1,1,0,0
3024,"citadin d'Ul'dah",0,"citadins d'Ul'dah",0,0,1,0,0
3025,"tête de citrouille",0,"têtes de citrouille",0,0,1,1,0
3026,"élémentaire de glacier",0,"élémentaires de glacier",0,1,1,0,0
3027,"ibex",0,"ibex",0,1,1,0,0
3028,"ours blanc",0,"ours blancs",0,1,1,0,0
3029,"bombo de glace",0,"bombos de glace",0,0,1,0,0
3030,"goobbue de Manteneige",0,"goobbues de Manteneige",0,0,1,0,0
3031,"hrimthurs",0,"hrimthurs",0,0,1,0,0
3032,"chionope",0,"chionopes",0,0,1,0,0
3033,"croco hybride",0,"crocos hybrides",0,0,1,0,0
3034,"harceleur circonspect",0,"harceleurs circonspects",0,0,1,0,0
3035,"clareibis",0,"clareibis",0,0,1,0,0
3036,"cheveluche",0,"cheveluches",0,0,1,0,0
3037,"spriggan acrobate",0,"spriggans acrobates",0,0,1,0,0
3038,"Wandill",0,"Wandill",0,0,1,0,1
3039,"bombo du gel",0,"bombos du gel",0,0,1,0,0
3040,"yéti",0,"yéti",0,0,1,0,0
3041,"forçat du gel",0,"forçats du gel",0,0,1,0,0
3042,"boule de neige",0,"boules de neige",0,0,1,1,0
3043,"spriggan coupe-glace",0,"spriggans coupe-glace",0,0,1,0,0
3044,"Fenrir",0,"Fenrir",0,0,1,0,1
3045,"stalactite",0,"stalactites",0,0,1,1,0
3046,"Typhon",0,"Typhon",0,0,1,0,1
3047,"Orthros",0,"Orthros",0,1,1,0,1
3048,"tentacule",0,"tentacules",0,0,1,0,0
3049,"summa rudis",0,"summa rudis",0,0,1,0,0
3050,"chevalier belahdien",0,"chevaliers belahdiens",0,0,1,0,0
3051,"momie du temple",0,"momies du temple",0,0,1,1,0
3052,"visage de Qarn fissuré",0,"visages de Qarn fissurés",0,0,1,0,0
3053,"roussette du temple",0,"roussettes du temple",0,0,1,1,0
3054,"acarus du temple",0,"acari du temple",0,1,1,0,0
3055,"vipère du désert",0,"vipères du désert",0,0,1,1,0
3056,"pilleur de tombes vétéran",0,"pilleurs de tombes vétérans",0,0,1,0,0
3057,"pilleur de tombes téméraire",0,"pilleurs de tombes téméraires",0,0,1,0,0
3058,"gardien de Qarn",0,"gardiens de Qarn",0,0,1,0,0
3059,"camptotaurus",0,"camptotauri",0,0,1,0,0
3060,"faux de la mort",0,"faux de la mort",0,0,1,1,0
3061,"âme belahdienne",0,"âmes belahdiennes",0,1,1,1,0
3062,"tête d'adjoint",0,"têtes d'adjoints",0,0,1,1,0
3063,"main droite d'adjoint",0,"mains droites d'adjoints",0,0,1,1,0
3064,"main gauche d'adjoint",0,"mains gauches d'adjoints",0,0,1,1,0
3065,"adjucateur endommagé",0,"adjucateurs endommagés",0,1,1,0,0
3066,"tête de l'adjucateur",0,"têtes de l'adjucateur",0,0,1,1,0
3067,"bras de l'adjucateur",0,"bras de l'adjucateur",0,0,1,0,0
3068,"queue de l'adjucateur",0,"queues de l'adjucateur",0,0,1,1,0
3069,"sphère de sable",0,"sphères de sable",0,0,1,1,0
3070,"araignée des ruines",0,"araignées des ruines",0,1,1,1,0
3071,"pampa impératrice",0,"pampas impératrices",0,0,1,1,0
3072,"pampa soldat",0,"pampas soldats",0,0,1,0,0
3073,"pampa champion",0,"pampas champions",0,0,1,0,0
3074,"pampa garde",0,"pampas gardes",0,0,1,0,0
3075,"adjoint de la Gardienne",0,"adjoints de la Gardienne",0,1,1,0,0
3076,"flamine momifié",0,"flamines momifiés",0,0,1,0,0
3077,"rôdeur des Squames d'argent",0,"rôdeurs des Squames d'argent",0,0,1,0,0
3078,"sentinelle des Squames d'argent",0,"sentinelles des Squames d'argent",0,0,1,1,0
3079,"pugil de bronze",0,"pugils de bronze",0,0,1,0,0
3080,"ptéroc pointeur",0,"ptérocs pointeurs",0,0,1,0,0
3081,"ziz grégaire",0,"ziz grégaires",0,0,1,0,0
3082,"tomberry sain",0,"tomberrys sains",0,0,1,0,0
3083,"bourreau des Squames d'argent",0,"bourreaux des Squames d'argent",0,0,1,0,0
3084,"wivre de combat",0,"wivres de combat",0,0,1,1,0
3085,"sophiste des Squames d'argent",0,"sophistes des Squames d'argent",0,0,1,0,0
3086,"étendard des Squames d'argent",0,"étendards des Squames d'argent",0,1,1,0,0
3087,"gobe-wivres",0,"gobe-wivres",0,0,1,0,0
3088,"abcès purulent",0,"abcès purulents",0,1,1,0,0
3089,"pustule purulente",0,"pustules purulentes",0,0,1,1,0
3090,"bavarois répugnant",0,"bavarois répugnants",0,0,1,0,0
3091,"Koheel Ja",0,"Koheel Ja",0,0,1,0,1
3092,"sagaie des Squames d'argent",0,"sagaies des Squames d'argent",0,0,1,1,0
3093,"Zolool Ja",0,"Zolool Ja",0,0,1,0,1
3094,"（仮）空島中ボス1名称",0,"",0,0,1,0,0
3095,"Molaa Ja Ja",0,"Molaa Ja Ja",0,0,1,0,1
3096,"étendard des Squames d'argent",0,"étendards des Squames d'argent",0,1,1,0,0
3097,"totem des Squames d'argent",0,"totems des Squames d'argent",0,0,1,0,0
3098,"moine des Squames d'argent",0,"moines des Squames d'argent",0,0,1,0,0
3099,"parieur gobelin",0,"parieurs gobelins",0,0,1,0,0
3100,"lémur bondissant",0,"lémurs bondissants",0,0,1,0,0
3101,"chasseuse Griffecoeurl",0,"chasseuses Griffecoeurl",0,0,1,1,0
3102,"Ixal bec-fort",0,"Ixali bec-fort",0,1,1,0,0
3103,"Ixal aile-forte",0,"Ixali aile-forte",0,1,1,0,0
3104,"instructeur amalj'aa",0,"instructeurs amalj'aa",0,1,1,0,0
3105,"princeps de la 2e cohorte",0,"principes de la 2e cohorte",0,0,1,0,0
3106,"optio de la 2e cohorte",0,"optiones de la 2e cohorte",0,1,1,0,0
3107,"rustaud mamool ja",0,"rustauds mamool ja",0,0,1,0,0
3108,"savant mamool ja",0,"savants mamool ja",0,0,1,0,0
3109,"griffe de mort de la 3e cohorte",0,"griffes de mort de la 3e cohorte",0,0,1,1,0
3110,"hoplomachuse de la 7e cohorte",0,"hoplomachi de la 7e cohorte",0,1,1,0,0
3111,"medicus de la 7e cohorte",0,"medici de la 7e cohorte",0,0,1,0,0
3112,"Eline Roaille la tranchante",0,"Eline Roaille la tranchante",0,1,1,1,1
3113,"centurio de la 7e cohorte",0,"centuriones de la 7e cohorte",0,0,1,0,0
3114,"sagittarius de la 7e cohorte",0,"sagittarii de la 7e cohorte",0,0,1,0,0
3115,"griffe de mort de la 7e cohorte",0,"griffes de mort de la 7e cohorte",0,0,1,1,0
3116,"colosse de la 7e cohorte",0,"colosses de la 7e cohorte",0,0,1,0,0
3117,"aquilifer de la 7e cohorte",0,"aquiliferi de la 7e cohorte",0,1,1,0,0
3118,"avant-garde de la 7e cohorte",0,"avant-gardes de la 7e cohorte",0,1,1,1,0
3119,"Ilberd la lame brisée",0,"Ilberd la lame brisée",0,1,1,0,1
3120,"Yuyuhase à l'œil d'or",0,"Yuyuhase à l'œil d'or",0,0,1,0,1
3121,"lancier de la 3e escadre",0,"lanciers de la 3e escadre",0,0,1,0,0
3122,"archer de la 3e escadre",0,"archers de la 3e escadre",0,1,1,0,0
3123,"élémentaliste de la 3e escadre",0,"élémentalistes de la 3e escadre",0,1,1,0,0
3124,"gladiateur des Immortels",0,"gladiateurs des Immortels",0,0,1,0,0
3125,"pugiliste des Immortels",0,"pugilistes des Immortels",0,0,1,0,0
3126,"occultiste des Immortels",0,"occultistes des Immortels",0,1,1,0,0
3127,"Yugiri l'insaisissable",0,"Yugiri l'insaisissable",0,0,1,1,1
3128,"jonin domien",0,"jonin domiens",0,0,1,0,0
3129,"V'kebbe l'errante",0,"V'kebbe l'errante",0,0,1,1,1
3130,"maraudeur stipendié",0,"maraudeurs stipendiés",0,0,1,0,0
3131,"archer stipendié",0,"archers stipendiés",0,1,1,0,0
3132,"pugiliste stipendié",0,"pugilistes stipendiés",0,0,1,0,0
3133,"capitaine Jacke",0,"capitaine Jacke",0,0,1,0,0
3134,"aventurier à la hache",0,"aventuriers à la hache",0,1,1,0,0
3135,"casaque jaune",0,"casaques jaunes",0,0,1,1,0
3136,"aventurier à l'arc",0,"aventuriers à l'arc",0,1,1,0,0
3137,"aventurier à l'épée",0,"aventuriers à l'épée",0,1,1,0,0
3138,"Perimu Haurimu le coursier",0,"Perimu Haurimu le coursier",0,0,1,0,1
3139,"pilote du Camelot fringant",0,"pilotes du Camelot fringant",0,0,1,0,0
3140,"barbier du Camelot fringant",0,"barbiers du Camelot fringant",0,0,1,0,0
3141,"marin du Camelot fringant",0,"marins du Camelot fringant",0,0,1,0,0
3142,"gibier à plumes",0,"gibiers à plumes",0,0,1,0,0
3143,"mousse des Corniauds moqueurs",0,"mousses des Corniaud moqueurs",0,0,1,0,0
3144,"toubib des Corniauds moqueurs",0,"toubibs des Corniauds moqueurs",0,0,1,0,0
3145,"charpentier des Corniauds moqueurs",0,"charpentiers des Corniauds moqueurs",0,0,1,0,0
3146,"artilleur des Corniauds moqueurs",0,"artilleurs des Corniauds moqueurs",0,1,1,0,0
3147,"gabier des Corniauds moqueurs",0,"gabiers des Corniauds moqueurs",0,0,1,0,0
3148,"capitaine des Corniauds moqueurs",0,"capitaines des Corniauds moqueurs",0,0,1,0,0
3149,"matou",0,"matous",0,0,1,0,0
3150,"mercenaire",0,"mercenaires",0,0,1,0,0
3151,"capitaine mercenaire",0,"capitaines mercenaires",0,0,1,0,0
3152,"pantin agitateur P005",0,"pantins agitateurs P005",0,0,1,0,0
3153,"matelot des Bourreaux",0,"matelots des Bourreaux",0,0,1,0,0
3154,"morticole des Bourreaux",0,"morticoles des Bourreaux",0,0,1,0,0
3155,"bosco des Bourreaux",0,"boscos des Bourreaux",0,0,1,0,0
3156,"canonnier des Bourreaux",0,"canonniers des Bourreaux",0,0,1,0,0
3157,"manœuvrier des Bourreaux",0,"manœuvriers des Bourreaux",0,0,1,0,0
3158,"gabier des Bourreaux",0,"gabiers des Bourreaux",0,0,1,0,0
3159,"Aisibhir la guigne",0,"Aisibhir la guigne",0,1,1,0,1
3160,"détonateur",0,"détonateurs",0,0,1,0,0
3161,"sarcophage noir",0,"sarcophages noirs",0,0,1,0,0
3162,"onibi",0,"onibi",0,1,1,0,0
3163,"ogama",0,"ogama",0,1,1,0,0
3164,"Oboro l'astre de la nuit",0,"Oboro l'astre de la nuit",0,1,1,0,1
3165,"Karasu le bec pourpre",0,"Karasu le bec pourpre",0,0,1,0,1
3166,"ombre impériale",0,"ombres impériales",0,1,1,1,0
3167,"ombre nocturne impériale",0,"ombres nocturnes impériales",0,1,1,1,0
3168,"ombre noire impériale",0,"ombres noires impériales",0,1,1,1,0
3169,"Tsubame l'astre du jour",0,"Tsubame l'astre du jour",0,0,1,1,1
3170,"noctule des ombres",0,"noctules des ombres",0,0,1,1,0
3171,"cercle d'invocation",0,"cercles d'invocation",0,0,1,0,0
3172,"Gekkai le non-voyant",0,"Gekkai le non-voyant",0,0,1,0,1
3173,"Ten",0,"Ten",0,0,1,0,1
3174,"Chi",0,"Chi",0,0,1,0,1
3175,"Jin",0,"Jin",0,0,1,0,1
3176,"hoplomachus de la 6e cohorte",0,"hoplomachi de la 6e cohorte",0,1,1,0,0
3177,"eques de la 6e cohorte",0,"equites de la 6e cohorte",0,1,1,0,0
3178,"secutor de la 6e cohorte",0,"secutores de la 6e cohorte",0,0,1,0,0
3179,"avant-garde de la 6e cohorte",0,"avant-gardes de la 6e cohorte",0,1,1,1,0
3180,"signifer de la 6e cohorte",0,"signiferi de la 6e cohorte",0,0,1,0,0
3181,"laquearius de la 6e cohorte",0,"laquearii de la 6e cohorte",0,0,1,0,0
3182,"harceleur haineux",0,"harceleurs haineux",0,0,1,0,0
3183,"Qiqirn plumeur",0,"Qiqirns plumeurs",0,0,1,0,0
3184,"Qiqirn garde-poulailler",0,"Qiqirns garde-poulaillers",0,0,1,0,0
3185,"portier kobold",0,"portiers kobolds",0,0,1,0,0
3186,"femme glaciale",0,"femmes glaciales",0,0,1,1,0
3187,"garçon impatient",0,"garçons impatients",0,0,1,0,0
3188,"fille calme",0,"filles calmes",0,0,1,1,0
3189,"pilote des Bourreaux",0,"pilotes des Bourreaux",0,0,1,0,0
3190,"lamia danseuse du ventre",0,"lamiae danseuses du ventre",0,0,1,1,0
3191,"lamia écharpeuse",0,"lamiae écharpeuses",0,0,1,1,0
3192,"Imdugud",0,"Imdugud",0,1,1,0,1
3193,"fille d'Imdugud",0,"filles d'Imdugud",0,0,1,1,0
3194,"fils d'Imdugud",0,"fils d'Imdugud",0,0,1,0,0
3195,"sphère de patrouille",0,"sphères de patrouille",0,0,1,1,0
3196,"cuirassé Valiant",0,"cuirassés Valiant",0,0,1,0,0
3197,"Kaliya",0,"Kaliya",0,0,1,0,1
3198,"sphère d'escorte",0,"sphères d'escorte",0,0,1,1,0
3199,"sphère d'armement",0,"sphères d'armement",0,0,1,1,0
3200,"module de gravité",0,"modules de gravité",0,0,1,0,0
3201,"module d'électrochoc",0,"modules d'électrochoc",0,0,1,0,0
3202,"barotraumatisme",0,"barotraumatismes",0,0,1,0,0
3203,"nuage de magismoparticules",0,"nuages de magismoparticules",0,0,1,0,0
3204,"Phénix",0,"Phénix",0,0,1,0,1
3205,"flamme noire",0,"flammes noires",0,0,1,1,0
3206,"flamme rouge",0,"flammes rouges",0,0,1,1,0
3207,"flamme de la vie",0,"flammes de la vie",0,0,1,1,0
3208,"Phénix-Egi",0,"Phénix-Egi",0,0,1,0,1
3209,"bénou",0,"bénous",0,0,1,0,0
3210,"Primo-Bahamut",0,"Primo-Bahamut",0,0,1,0,1
3211,"éther sombre",0,"éthers sombres",0,1,1,0,0
3212,"ombre de Méracydia",0,"ombres de Méracydia",0,1,1,1,0
3213,"tempête de Méracydia",0,"tempêtes de Méracydia",0,0,1,1,0
3214,"douleur de Méracydia",0,"douleurs de Méracydia",0,0,1,1,0
3215,"sang de Méracydia",0,"sangs de Méracydia",0,0,1,0,0
3216,"péché de Méracydia",0,"péchés de Méracydia",0,0,1,0,0
3217,"bourrasque de Méracydia",0,"bourrasques de Méracydia",0,0,1,1,0
3218,"amas de glace",0,"amas de glace",0,1,1,0,0
3219,"loup de Manteneige",0,"loups de Manteneige",0,0,1,0,0
3220,"bateleur du nord",0,"bateleurs du nord",0,0,1,0,0
3221,"piège magique",0,"pièges magiques",0,0,1,0,0
3222,"tête du feu",0,"têtes du feu",0,0,1,1,0
3223,"tête de la glace",0,"têtes de la glace",0,0,1,1,0
3224,"tête de la foudre",0,"têtes de la foudre",0,0,1,1,0
3225,"tête du poison",0,"têtes du poison",0,0,1,1,0
3226,"●サボテンダーくん",0,"",0,0,1,0,0
3227,"dragon à cinq têtes",0,"dragons à cinq têtes",0,0,1,0,0
3228,"proéminence",0,"proéminences",0,0,1,1,0
3229,"draguêpe de feu",0,"draguêpes de feu",0,0,1,0,0
3230,"gluant de poison",0,"gluants de poison",0,0,1,0,0
3231,"Angra Mainyu",0,"Angra Mainyu",0,1,1,0,1
3232,"Grande Faucheuse",0,"Grandes Faucheuses",0,0,1,1,0
3233,"sablier de la mort",0,"sabliers de la mort",0,0,1,0,0
3234,"Cerbère",0,"Cerbère",0,0,1,0,1
3235,"inconnu",0,"inconnu",0,1,1,0,0
3236,"tue-loup",0,"tue-loup",0,0,1,0,0
3237,"suc gastrique",0,"sucs gastriques",0,0,1,0,0
3238,"paroi de l'estomac",0,"parois de l'estomac",0,0,1,1,0
3239,"électron",0,"électrons",0,1,1,0,0
3240,"Nuage de Ténèbres",0,"Nuage de Ténèbres",0,0,1,0,0
3241,"nuage palpitant",0,"nuages palpitants",0,0,1,0,0
3242,"rôdeur des ombres",0,"rôdeurs des ombres",0,0,1,0,0
3243,"garm",0,"garms",0,0,1,0,0
3244,"dragon à deux têtes",0,"dragons à deux têtes",0,0,1,0,0
3245,"shinobi sacrifié",0,"shinobi sacrifiés",0,0,1,0,0
3246,"kunoichi sacrifiée",0,"kunoichi sacrifiées",0,0,1,1,0
3247,"reine Scylla",0,"reine Scylla",0,0,1,1,0
3248,"Thor",0,"Thor",0,0,1,0,1
3249,"Jörmungand",0,"Jörmungand",0,0,1,0,1
3250,"clone de Xande",0,"clones de Xande",0,0,1,0,0
3251,"Primo-Atomos",0,"Primo-Atomos",0,0,1,0,1
3252,"soldat sacrifié",0,"sodats sacrifiés",0,0,1,0,0
3253,"（仮）空島中ボス2名称",0,"",0,0,1,0,0
3254,"（仮）空島ボス名称",0,"",0,0,1,0,0
3255,"condor virevoltant",0,"condors virevoltants",0,0,1,0,0
3256,"mégalotragus",0,"mégalotragus",0,0,1,0,0
3257,"vesse-de-fléau royale",0,"vesses-de-fléau royales",0,0,1,1,0
3258,"rose démoniaque",0,"roses démoniaques",0,0,1,1,0
3259,"wamoura des ruines",0,"wamouras des ruines",0,0,1,0,0
3260,"otyugh des fourrés",0,"otyughs des fourrés",0,1,1,0,0
3261,"nuée de mouches des fourrés",0,"nuées de mouches des fourrés",0,0,1,1,0
3262,"tréant épineux",0,"tréants épineux",0,0,1,0,0
3263,"wamouracampa des ruines",0,"wamouracampas des ruines",0,0,1,0,0
3264,"digitale",0,"digitales",0,0,1,1,0
3265,"lierre égorgeur",0,"lierres égorgeurs",0,0,1,0,0
3266,"lacérateur vodoriga",0,"lacérateurs vodorigas",0,0,1,0,0
3267,"gargouille gneissique",0,"gargouilles gneissiques",0,0,1,1,0
3268,"syrop du néant",0,"syrops du néant",0,0,1,0,0
3269,"imp accusateur",0,"imps accusateurs",0,1,1,0,0
3270,"fiancée du mal",0,"fiancées du mal",0,0,1,1,0
3271,"mur démonique",0,"murs démoniques",0,0,1,0,0
3272,"Anchag",0,"Anchag",0,1,1,0,1
3273,"statue divinatoire",0,"statues divinatoires",0,0,1,1,0
3274,"croque-mitaine",0,"croque-mitaines",0,0,1,0,0
3275,"croque-mitaine",0,"croque-mitaines",0,0,1,0,0
3276,"orbe lumineux",0,"orbes lumineux",0,1,1,0,0
3277,"sacrifice de la lune sanglante",0,"sacrifices de la lune sanglante",0,0,1,0,0
3278,"nat'zoii des Vundu",0,"nat'zoii des Vundu",0,0,1,0,0
3279,"martyr de la lune sanglante",0,"martyrs de la lune sanglante",0,0,1,0,0
3280,"Ferdiad",0,"Ferdiad",0,0,1,0,1
3281,"faux abyssale",0,"faux abyssales",0,0,1,1,0
3282,"lance abyssale",0,"lances abyssales",0,0,1,1,0
3283,"saltimbanque",0,"saltimbanques",0,0,1,0,0
3284,"suppuration",0,"suppurations",0,0,1,1,0
3285,"résidu chancreux",0,"résidus chancreux",0,0,1,0,0
3286,"troubadour",0,"troubadours",0,0,1,0,0
3287,"Nabriales",0,"Nabriales",0,0,1,0,1
3288,"loup gris",0,"loups gris",0,0,1,0,0
3289,"isten d'éther sombre",0,"istens d'éther sombre",0,1,1,0,0
3290,"sina d'éther sombre",0,"sinas d'éther sombre",0,0,1,0,0
3291,"salas d'éther sombre",0,"salas d'éther sombre",0,0,1,0,0
3292,"élémentaire des ombres",0,"élémentaires des ombres",0,1,1,0,0
3293,"déchirure dimensionnelle",0,"déchirures dimensionnelles",0,0,1,1,0
3294,"extension",0,"extensions",0,1,1,1,0
3295,"module d'assaut α",0,"modules d'assaut α",0,0,1,0,0
3296,"module d'assaut β",0,"modules d'assaut β",0,0,1,0,0
3297,"module d'assaut γ",0,"modules d'assaut γ",0,0,1,0,0
3298,"porte interdite",0,"portes interdites",0,0,1,1,0
3299,"daeva d'Aka Manah",0,"daevas d'Aka Manah",0,0,1,0,0
3300,"daeva d'Angra Mainyu",0,"daevas d'Angra Mainyu",0,0,1,0,0
3301,"gluant toxique",0,"gluants toxiques",0,0,1,0,0
3302,"nuage sombre",0,"nuages sombres",0,0,1,0,0
3303,"nuage ténébreux",0,"nuages ténébreux",0,0,1,0,0
3304,"Enkidu",0,"Enkidu",0,1,1,0,1
3305,"tête de dragon",0,"têtes de dragons",0,0,1,1,0
3306,"chaîne de fer",0,"chaînes de fer",0,0,1,1,0
3307,"rafale cinglante",0,"rafales cinglantes",0,0,1,1,0
3308,"première barrière magique",0,"premières barrières magiques",0,0,1,1,0
3309,"deuxième barrière magique",0,"deuxièmes barrières magiques",0,0,1,1,0
3310,"troisième barrière magique",0,"troisièmes barrières magiques",0,0,1,1,0
3311,"quatrième barrière magique",0,"quatrièmes barrières magiques",0,0,1,1,0
3312,"Arc des Valeureux",0,"Arcs des Valeureux",0,1,1,0,0
3313,"tonneau de poudre",0,"tonneaux de poudre",0,0,1,0,0
